We have 342 topology rules
(DX,DX,DX,DX,DX,DX,D172,D19,D66,DX,DX,DX,DX,DX,D1,D196 - (DX,DX,DX,DX,DX,DX,D172,D19,D66,D1,DX,DX,DX,DX,D1,D196 + DX,DX,DX,DX,DX,DX,D172,D19,D66,DX,D172,D19,011000xx,DX,D1,D196)) @ 0x32000000af <-- (DX,DX,DX,DX,DX,DX,D172,D19,D66,DX,DX,DX,DX,DX,D1,D196 - (DX,DX,DX,DX,DX,DX,D172,D19,D66,D1,DX,DX,DX,DX,D1,D196 + DX,DX,DX,DX,DX,DX,D172,D19,D66,DX,D172,D19,011000xx,DX,D1,D196)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D66,DX,DX,DX,DX,DX,D1,D196 - (DX,DX,DX,DX,DX,DX,D172,D19,D66,D1,DX,DX,DX,DX,D1,D196 + DX,DX,DX,DX,DX,DX,D172,D19,D66,DX,D172,D19,011000xx,DX,D1,D196)) @ 0x3d0000004f <-- (DX,DX,DX,DX,DX,DX,D172,D19,D66,DX,DX,DX,DX,DX,D1,D196 - (DX,DX,DX,DX,DX,DX,D172,D19,D66,D1,DX,DX,DX,DX,D1,D196)) @ 0x3c000000a6 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D66,DX,DX,DX,DX,DX,D1,D196 - (DX,DX,DX,DX,DX,DX,D172,D19,D66,D1,DX,DX,DX,DX,D1,D196)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D66,DX,DX,DX,DX,DX,D0,D22 @ 0x330000004f <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D64 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
409 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D66,DX,DX,DX,DX,DX,D1,D196 - (DX,DX,DX,DX,DX,DX,D172,D19,D66,D1,DX,DX,DX,DX,D1,D196 + DX,DX,DX,DX,DX,DX,D172,D19,D66,DX,D172,D19,011000xx,DX,D1,D196)) @ 0x320000002c <-- (DX,DX,DX,DX,DX,DX,D172,D19,D66,DX,DX,DX,DX,DX,D1,D196 - (DX,DX,DX,DX,DX,DX,D172,D19,D66,D1,DX,DX,DX,DX,D1,D196 + DX,DX,DX,DX,DX,DX,D172,D19,D66,DX,D172,D19,011000xx,DX,D1,D196)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D66,DX,DX,DX,DX,DX,D1,D196 - (DX,DX,DX,DX,DX,DX,D172,D19,D66,D1,DX,DX,DX,DX,D1,D196 + DX,DX,DX,DX,DX,DX,D172,D19,D66,DX,D172,D19,011000xx,DX,D1,D196)) @ 0x3d0000004f <-- (DX,DX,DX,DX,DX,DX,D172,D19,D66,DX,DX,DX,DX,DX,D1,D196 - (DX,DX,DX,DX,DX,DX,D172,D19,D66,D1,DX,DX,DX,DX,D1,D196)) @ 0x3c000000a6 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D66,DX,DX,DX,DX,DX,D1,D196 - (DX,DX,DX,DX,DX,DX,D172,D19,D66,D1,DX,DX,DX,DX,D1,D196)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D66,DX,DX,DX,DX,DX,D0,D22 @ 0x330000004f <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D64 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
409 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D67,DX,D172,D19,011000xx,DX,D1,D192 - (DX,DX,DX,DX,DX,DX,D172,D19,D67,D1,D172,D19,011000xx,DX,D1,D192 + DX,DX,DX,DX,DX,DX,D172,D19,D67,DX,D172,D19,011000xx,DX,D1,D192)) @ 0x32000000ba <-- (DX,DX,DX,DX,DX,DX,D172,D19,D67,DX,DX,DX,DX,DX,D1,D192 - (DX,DX,DX,DX,DX,DX,D172,D19,D67,D1,DX,DX,DX,DX,D1,D192 + DX,DX,DX,DX,DX,DX,D172,D19,D67,DX,D172,D19,011000xx,DX,D1,D192)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D67,DX,DX,DX,DX,DX,D1,D192 - (DX,DX,DX,DX,DX,DX,D172,D19,D67,D1,DX,DX,DX,DX,D1,D192 + DX,DX,DX,DX,DX,DX,D172,D19,D67,DX,D172,D19,011000xx,DX,D1,D192)) @ 0x3d0000004e <-- (DX,DX,DX,DX,DX,DX,D172,D19,D67,DX,DX,DX,DX,DX,D1,D192 - (DX,DX,DX,DX,DX,DX,D172,D19,D67,D1,DX,DX,DX,DX,D1,D192)) @ 0x3c000000ae <-- (DX,DX,DX,DX,DX,DX,D172,D19,D67,DX,DX,DX,DX,DX,D1,D192 - (DX,DX,DX,DX,DX,DX,D172,D19,D67,D1,DX,DX,DX,DX,D1,D192)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D67,DX,DX,DX,DX,DX,D0,D22 @ 0x330000004e <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D64 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
409 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D67,DX,DX,DX,DX,DX,D1,D192 - (DX,DX,DX,DX,DX,DX,D172,D19,D67,D1,DX,DX,DX,DX,D1,D192 + DX,DX,DX,DX,DX,DX,D172,D19,D67,DX,D172,D19,011000xx,DX,D1,D192)) @ 0x32000000b7 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D67,DX,DX,DX,DX,DX,D1,D192 - (DX,DX,DX,DX,DX,DX,D172,D19,D67,D1,DX,DX,DX,DX,D1,D192 + DX,DX,DX,DX,DX,DX,D172,D19,D67,DX,D172,D19,011000xx,DX,D1,D192)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D67,DX,DX,DX,DX,DX,D1,D192 - (DX,DX,DX,DX,DX,DX,D172,D19,D67,D1,DX,DX,DX,DX,D1,D192 + DX,DX,DX,DX,DX,DX,D172,D19,D67,DX,D172,D19,011000xx,DX,D1,D192)) @ 0x3d0000004e <-- (DX,DX,DX,DX,DX,DX,D172,D19,D67,DX,DX,DX,DX,DX,D1,D192 - (DX,DX,DX,DX,DX,DX,D172,D19,D67,D1,DX,DX,DX,DX,D1,D192)) @ 0x3c000000ae <-- (DX,DX,DX,DX,DX,DX,D172,D19,D67,DX,DX,DX,DX,DX,D1,D192 - (DX,DX,DX,DX,DX,DX,D172,D19,D67,D1,DX,DX,DX,DX,D1,D192)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D67,DX,DX,DX,DX,DX,D0,D22 @ 0x330000004e <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D64 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
409 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D67,DX,DX,DX,DX,DX,D1,D192 - (DX,DX,DX,DX,DX,DX,D172,D19,D67,D1,DX,DX,DX,DX,D1,D192 + DX,DX,DX,DX,DX,DX,D172,D19,D67,DX,D172,D19,011000xx,DX,D1,D192)) @ 0x3200000026 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D67,DX,DX,DX,DX,DX,D1,D192 - (DX,DX,DX,DX,DX,DX,D172,D19,D67,D1,DX,DX,DX,DX,D1,D192 + DX,DX,DX,DX,DX,DX,D172,D19,D67,DX,D172,D19,011000xx,DX,D1,D192)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D67,DX,DX,DX,DX,DX,D1,D192 - (DX,DX,DX,DX,DX,DX,D172,D19,D67,D1,DX,DX,DX,DX,D1,D192 + DX,DX,DX,DX,DX,DX,D172,D19,D67,DX,D172,D19,011000xx,DX,D1,D192)) @ 0x3d0000004e <-- (DX,DX,DX,DX,DX,DX,D172,D19,D67,DX,DX,DX,DX,DX,D1,D192 - (DX,DX,DX,DX,DX,DX,D172,D19,D67,D1,DX,DX,DX,DX,D1,D192)) @ 0x3c000000ae <-- (DX,DX,DX,DX,DX,DX,D172,D19,D67,DX,DX,DX,DX,DX,D1,D192 - (DX,DX,DX,DX,DX,DX,D172,D19,D67,D1,DX,DX,DX,DX,D1,D192)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D67,DX,DX,DX,DX,DX,D0,D22 @ 0x330000004e <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D64 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
409 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D68,DX,D172,D19,011000xx,DX,D1,D180 - (DX,DX,DX,DX,DX,DX,D172,D19,D68,D1,D172,D19,011000xx,DX,D1,D180 + DX,DX,DX,DX,DX,DX,D172,D19,D68,DX,D172,D19,011000xx,DX,D1,D180)) @ 0x32000000d2 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D68,DX,DX,DX,DX,DX,D1,D180 - (DX,DX,DX,DX,DX,DX,D172,D19,D68,D1,DX,DX,DX,DX,D1,D180 + DX,DX,DX,DX,DX,DX,D172,D19,D68,DX,D172,D19,011000xx,DX,D1,D180)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D68,DX,DX,DX,DX,DX,D1,D180 - (DX,DX,DX,DX,DX,DX,D172,D19,D68,D1,DX,DX,DX,DX,D1,D180 + DX,DX,DX,DX,DX,DX,D172,D19,D68,DX,D172,D19,011000xx,DX,D1,D180)) @ 0x3d0000004d <-- (DX,DX,DX,DX,DX,DX,D172,D19,D68,DX,DX,DX,DX,DX,D1,D180 - (DX,DX,DX,DX,DX,DX,D172,D19,D68,D1,DX,DX,DX,DX,D1,D180)) @ 0x3c000000c6 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D68,DX,DX,DX,DX,DX,D1,D180 - (DX,DX,DX,DX,DX,DX,D172,D19,D68,D1,DX,DX,DX,DX,D1,D180)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D68,DX,DX,DX,DX,DX,D0,D22 @ 0x330000004d <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D64 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
409 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D68,DX,DX,DX,DX,DX,D1,D180 - (DX,DX,DX,DX,DX,DX,D172,D19,D68,D1,DX,DX,DX,DX,D1,D180 + DX,DX,DX,DX,DX,DX,D172,D19,D68,DX,D172,D19,011000xx,DX,D1,D180)) @ 0x32000000cf <-- (DX,DX,DX,DX,DX,DX,D172,D19,D68,DX,DX,DX,DX,DX,D1,D180 - (DX,DX,DX,DX,DX,DX,D172,D19,D68,D1,DX,DX,DX,DX,D1,D180 + DX,DX,DX,DX,DX,DX,D172,D19,D68,DX,D172,D19,011000xx,DX,D1,D180)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D68,DX,DX,DX,DX,DX,D1,D180 - (DX,DX,DX,DX,DX,DX,D172,D19,D68,D1,DX,DX,DX,DX,D1,D180 + DX,DX,DX,DX,DX,DX,D172,D19,D68,DX,D172,D19,011000xx,DX,D1,D180)) @ 0x3d0000004d <-- (DX,DX,DX,DX,DX,DX,D172,D19,D68,DX,DX,DX,DX,DX,D1,D180 - (DX,DX,DX,DX,DX,DX,D172,D19,D68,D1,DX,DX,DX,DX,D1,D180)) @ 0x3c000000c6 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D68,DX,DX,DX,DX,DX,D1,D180 - (DX,DX,DX,DX,DX,DX,D172,D19,D68,D1,DX,DX,DX,DX,D1,D180)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D68,DX,DX,DX,DX,DX,D0,D22 @ 0x330000004d <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D64 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
409 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D68,DX,DX,DX,DX,DX,D1,D180 - (DX,DX,DX,DX,DX,DX,D172,D19,D68,D1,DX,DX,DX,DX,D1,D180 + DX,DX,DX,DX,DX,DX,D172,D19,D68,DX,D172,D19,011000xx,DX,D1,D180)) @ 0x3200000003 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D68,DX,DX,DX,DX,DX,D1,D180 - (DX,DX,DX,DX,DX,DX,D172,D19,D68,D1,DX,DX,DX,DX,D1,D180 + DX,DX,DX,DX,DX,DX,D172,D19,D68,DX,D172,D19,011000xx,DX,D1,D180)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D68,DX,DX,DX,DX,DX,D1,D180 - (DX,DX,DX,DX,DX,DX,D172,D19,D68,D1,DX,DX,DX,DX,D1,D180 + DX,DX,DX,DX,DX,DX,D172,D19,D68,DX,D172,D19,011000xx,DX,D1,D180)) @ 0x3d0000004d <-- (DX,DX,DX,DX,DX,DX,D172,D19,D68,DX,DX,DX,DX,DX,D1,D180 - (DX,DX,DX,DX,DX,DX,D172,D19,D68,D1,DX,DX,DX,DX,D1,D180)) @ 0x3c000000c6 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D68,DX,DX,DX,DX,DX,D1,D180 - (DX,DX,DX,DX,DX,DX,D172,D19,D68,D1,DX,DX,DX,DX,D1,D180)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D68,DX,DX,DX,DX,DX,D0,D22 @ 0x330000004d <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D64 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
409 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D69,DX,D172,D19,011000xx,DX,D1,D188 - (DX,DX,DX,DX,DX,DX,D172,D19,D69,D1,D172,D19,011000xx,DX,D1,D188 + DX,DX,DX,DX,DX,DX,D172,D19,D69,DX,D172,D19,011000xx,DX,D1,D188)) @ 0x32000000c2 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D69,DX,DX,DX,DX,DX,D1,D188 - (DX,DX,DX,DX,DX,DX,D172,D19,D69,D1,DX,DX,DX,DX,D1,D188 + DX,DX,DX,DX,DX,DX,D172,D19,D69,DX,D172,D19,011000xx,DX,D1,D188)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D69,DX,DX,DX,DX,DX,D1,D188 - (DX,DX,DX,DX,DX,DX,D172,D19,D69,D1,DX,DX,DX,DX,D1,D188 + DX,DX,DX,DX,DX,DX,D172,D19,D69,DX,D172,D19,011000xx,DX,D1,D188)) @ 0x3d0000004c <-- (DX,DX,DX,DX,DX,DX,D172,D19,D69,DX,DX,DX,DX,DX,D1,D188 - (DX,DX,DX,DX,DX,DX,D172,D19,D69,D1,DX,DX,DX,DX,D1,D188)) @ 0x3c000000b6 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D69,DX,DX,DX,DX,DX,D1,D188 - (DX,DX,DX,DX,DX,DX,D172,D19,D69,D1,DX,DX,DX,DX,D1,D188)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D69,DX,DX,DX,DX,DX,D0,D22 @ 0x330000004c <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D64 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
409 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D69,DX,DX,DX,DX,DX,D1,D188 - (DX,DX,DX,DX,DX,DX,D172,D19,D69,D1,DX,DX,DX,DX,D1,D188 + DX,DX,DX,DX,DX,DX,D172,D19,D69,DX,D172,D19,011000xx,DX,D1,D188)) @ 0x32000000bf <-- (DX,DX,DX,DX,DX,DX,D172,D19,D69,DX,DX,DX,DX,DX,D1,D188 - (DX,DX,DX,DX,DX,DX,D172,D19,D69,D1,DX,DX,DX,DX,D1,D188 + DX,DX,DX,DX,DX,DX,D172,D19,D69,DX,D172,D19,011000xx,DX,D1,D188)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D69,DX,DX,DX,DX,DX,D1,D188 - (DX,DX,DX,DX,DX,DX,D172,D19,D69,D1,DX,DX,DX,DX,D1,D188 + DX,DX,DX,DX,DX,DX,D172,D19,D69,DX,D172,D19,011000xx,DX,D1,D188)) @ 0x3d0000004c <-- (DX,DX,DX,DX,DX,DX,D172,D19,D69,DX,DX,DX,DX,DX,D1,D188 - (DX,DX,DX,DX,DX,DX,D172,D19,D69,D1,DX,DX,DX,DX,D1,D188)) @ 0x3c000000b6 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D69,DX,DX,DX,DX,DX,D1,D188 - (DX,DX,DX,DX,DX,DX,D172,D19,D69,D1,DX,DX,DX,DX,D1,D188)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D69,DX,DX,DX,DX,DX,D0,D22 @ 0x330000004c <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D64 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
409 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D69,DX,DX,DX,DX,DX,D1,D188 - (DX,DX,DX,DX,DX,DX,D172,D19,D69,D1,DX,DX,DX,DX,D1,D188 + DX,DX,DX,DX,DX,DX,D172,D19,D69,DX,D172,D19,011000xx,DX,D1,D188)) @ 0x320000000d <-- (DX,DX,DX,DX,DX,DX,D172,D19,D69,DX,DX,DX,DX,DX,D1,D188 - (DX,DX,DX,DX,DX,DX,D172,D19,D69,D1,DX,DX,DX,DX,D1,D188 + DX,DX,DX,DX,DX,DX,D172,D19,D69,DX,D172,D19,011000xx,DX,D1,D188)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D69,DX,DX,DX,DX,DX,D1,D188 - (DX,DX,DX,DX,DX,DX,D172,D19,D69,D1,DX,DX,DX,DX,D1,D188 + DX,DX,DX,DX,DX,DX,D172,D19,D69,DX,D172,D19,011000xx,DX,D1,D188)) @ 0x3d0000004c <-- (DX,DX,DX,DX,DX,DX,D172,D19,D69,DX,DX,DX,DX,DX,D1,D188 - (DX,DX,DX,DX,DX,DX,D172,D19,D69,D1,DX,DX,DX,DX,D1,D188)) @ 0x3c000000b6 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D69,DX,DX,DX,DX,DX,D1,D188 - (DX,DX,DX,DX,DX,DX,D172,D19,D69,D1,DX,DX,DX,DX,D1,D188)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D69,DX,DX,DX,DX,DX,D0,D22 @ 0x330000004c <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D64 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
409 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
